timestamp_s,roll,pitch,yaw
438.699771,0.279570,-0.788010,197.281230
438.899770,0.279570,-0.788010,197.281230
439.099770,0.278340,-0.793960,197.307350
439.299770,0.288990,-0.773380,197.332410
439.499770,0.305820,-0.811750,197.359890
439.699770,0.305820,-0.811750,197.359880
439.899770,0.310110,-0.856020,197.386500
440.099770,0.311050,-0.898560,197.408490
440.299770,0.325090,-0.932610,197.429120
440.499770,0.343310,-0.950790,197.445550
440.699769,0.363260,-0.953320,197.458710
440.899769,0.373850,-0.944790,197.466990
441.099769,0.388860,-0.933590,197.472340
441.299769,0.409530,-0.915260,197.476850
441.499769,0.427010,-0.890030,197.473500
441.699769,0.449480,-0.866470,197.472740
441.899769,0.465340,-0.847670,197.469650
442.099769,0.475520,-0.827600,197.467450
442.299769,0.488080,-0.801620,197.464680
442.499769,0.507150,-0.776370,197.462480
442.699768,0.507150,-0.776370,197.462480
442.899768,0.507540,-0.773360,197.459170
443.099768,0.509260,-0.766050,197.455250
443.299768,0.509260,-0.766050,197.455250
443.499768,0.509020,-0.760390,197.453030
443.699768,0.518230,-0.748650,197.452020
443.899768,0.526200,-0.741860,197.447960
444.099768,0.534690,-0.726950,197.443210
444.299768,0.547420,-0.710290,197.439450
444.499768,0.559730,-0.697410,197.435720
444.699767,0.574080,-0.678310,197.431950
444.899767,0.588100,-0.661610,197.429940
445.099767,0.599550,-0.643420,197.424410
445.299767,0.610010,-0.629210,197.420260
445.499767,0.610010,-0.629210,197.420260
445.699767,0.611690,-0.622390,197.414780
445.899767,0.618820,-0.612040,197.413080
446.099767,0.630490,-0.604430,197.407050
446.299767,0.647670,-0.588650,197.401010
446.499766,0.655950,-0.574080,197.396320
446.699766,0.670700,-0.571180,197.394700
446.899766,0.683120,-0.570160,197.390220
447.099766,0.691030,-0.553080,197.384370
447.299766,0.699230,-0.540400,197.377980
447.499766,0.705910,-0.527570,197.376020
447.699766,0.705910,-0.527570,197.376010
447.899766,0.708170,-0.527650,197.367100
448.099766,0.713240,-0.522330,197.361980
448.299766,0.720040,-0.514730,197.356500
448.499765,0.735080,-0.506680,197.353360
448.699765,0.746730,-0.499450,197.350770
